sample_id,thread_id,role,order_in_thread,policy,decision,short_reason,tone_score,debate_value_score
17,3,comment,6,B,ALLOW,The comment is a neutral statement contributing factual information without any insults or profanity.,1,2
17,3,comment,6,C,ALLOW,The comment is a neutral factual remark with no offensive or threatening content.,1,2
18,3,comment,7,A,ALLOW,The comment contains only numbers with no insulting or inappropriate content.,1,1
18,3,comment,7,B,ALLOW,"No personal attacks, hate speech, or threats present; comment is neutral.",1,1
18,3,comment,7,C,ALLOW,"No hostile, hateful, or threatening content detected; comment is neutral.",1,1
19,4,post,0,A,ALLOW,The comment is a polite question without insults or offensive language.,1,2
19,4,post,0,B,ALLOW,The comment is a neutral inquiry and contributes to information sharing.,1,2
19,4,post,0,C,ALLOW,"The comment contains no insults, threats, or hate speech and is a simple question.",1,2
20,4,comment,1,A,ALLOW,"The comment is neutral and does not contain insults, profanity, or personal attacks.",2,2
20,4,comment,1,B,ALLOW,"The comment is a mild, neutral expression without personal attacks or hate speech.",2,2
20,4,comment,1,C,ALLOW,"The comment is a casual remark without threats, insults, or hate speech.",2,2
21,4,comment,2,A,WARN_AND_ALLOW,"The comment uses a rude expression '괘씸해서' but it targets a system/policy, not a person directly.",3,2
21,4,comment,2,B,WARN_AND_ALLOW,"Rude expression aimed at a policy or system, no direct personal attack or hate speech.",3,2
21,4,comment,2,C,ALLOW,Rude but not hateful or threatening; criticism of a policy is allowed under minimal regulation.,3,2
22,4,comment,3,A,ALLOW,The comment is a neutral observation without insults or derogatory language toward the professor.,2,3
22,4,comment,3,B,ALLOW,The comment provides a mild critique about the professor's popularity and grading without personal attack or profanity.,2,3
22,4,comment,3,C,ALLOW,"The comment is a mild, non-hostile observation and does not contain threats or hate speech.",2,3
23,4,comment,4,A,ALLOW,"Neutral comment without insult or profanity, no personal attack or hate speech.",1,2
23,4,comment,4,B,ALLOW,"Polite and neutral expression, no direct attack or hate speech.",1,2
23,4,comment,4,C,ALLOW,"No insults, threats, or hate speech; simple neutral statement.",1,2
24,4,comment,5,A,ALLOW,"교수님의 성격에 대한 단순 추측이며, 직접적인 모욕이나 비하가 없으므로 허용.",2,2
24,4,comment,5,B,ALLOW,"개인에 대한 명확한 공격이나 욕설이 없고, 토론 가치가 낮지만 허용 가능.",2,2
24,4,comment,5,C,ALLOW,비판적 표현이지만 욕설이나 위협이 없으므로 자유롭게 허용.,2,2
25,4,comment,6,A,ALLOW,The comment is a neutral personal experience without insults or derogatory language.,2,2
25,4,comment,6,B,ALLOW,"The comment shares a personal experience without direct insults or hate speech, contributing mild information.",2,2
25,4,comment,6,C,ALLOW,"The comment is a mild, informal expression of frustration without threats or hate speech.",2,2
26,5,post,0,A,BLOCK,Contains a derogatory slang 'ㅁㅌㅊ' which is a direct insult toward a person.,5,2
26,5,post,0,B,WARN_AND_ALLOW,Harsh expression with slang insult not clearly directed at a specific individual but targets a group; profanity present.,4,3
26,5,post,0,C,ALLOW,"Contains slang insult but no explicit threat, hate speech, or doxxing; criticism allowed under freedom of expression.",4,3
27,5,comment,1,A,ALLOW,The comment is a neutral question without insults or offensive language.,1,2
27,5,comment,1,B,ALLOW,The comment is a simple inquiry without any personal attack or profanity.,1,2
27,5,comment,1,C,ALLOW,"The comment contains no insults, threats, or hate speech and is a neutral question.",1,2
28,5,comment,2,A,ALLOW,Polite and neutral comment without any insult or criticism.,1,1
28,5,comment,2,B,ALLOW,Neutral comment that does not contain insults or hate speech.,1,1
28,5,comment,2,C,ALLOW,"No insults, threats, or hate speech present; simple neutral statement.",1,1
29,5,comment,3,A,ALLOW,Polite and neutral question without any insult or negative tone.,1,1
29,5,comment,3,B,ALLOW,Neutral inquiry that does not contain insults or hate speech and contributes minimally to discussion.,1,1
29,5,comment,3,C,ALLOW,"No insults, threats, or hate speech; simple neutral question allowed.",1,1
30,5,comment,4,A,BLOCK,"‘ㅁㅌㅊ’ is a derogatory slang insulting a person or group, violating the rule against direct insults.",5,1
30,5,comment,4,B,BLOCK,"The comment contains a direct personal insult targeting a specific group, which is prohibited.",5,1
30,5,comment,4,C,WARN_AND_ALLOW,"Contains harsh, emotional language with an insult but no explicit threat or hate speech, so it is allowed with warning.",5,1
31,5,comment,5,A,BLOCK,"The comment contains a direct insult 'ㅅㅌㅊ' (시발년), which is a derogatory expression toward a person, violating the high protection policy.",5,1
31,5,comment,5,B,BLOCK,"The comment includes a direct personal insult 'ㅅㅌㅊ', which is not allowed under balanced policy.",5,1
31,5,comment,5,C,BLOCK,"The comment uses a severe insult 'ㅅㅌㅊ' targeting a person, which triggers blocking under minimal regulation policy.",5,1
32,5,comment,6,A,ALLOW,The comment is a neutral statement of academic standing without insults or offensive language.,1,2
32,5,comment,6,B,ALLOW,The comment provides factual information without any personal attack or profanity.,1,2
32,5,comment,6,C,ALLOW,The comment is a straightforward sharing of academic status with no offensive or threatening content.,1,2
33,5,comment,7,A,ALLOW,Polite and neutral question without any insult or negative tone.,1,1
33,5,comment,7,B,ALLOW,Neutral and polite comment that does not contain criticism or insults.,1,1
33,5,comment,7,C,ALLOW,"Simple, neutral question with no offensive content or threats.",1,1
34,5,comment,8,A,ALLOW,Polite and neutral comment without any insult or criticism.,1,1
34,5,comment,8,B,ALLOW,Neutral inquiry that does not contain any criticism or offensive language.,1,1
34,5,comment,8,C,ALLOW,"Simple, polite question with no offensive or threatening content.",1,1
35,5,comment,9,A,ALLOW,"Polite, neutral question without insults or profanity.",1,3
35,5,comment,9,B,ALLOW,Respectful inquiry contributing to discussion without any personal attack or profanity.,1,3
35,5,comment,9,C,ALLOW,"Neutral comment with no insults, threats, or hate speech.",1,3
36,5,comment,10,A,ALLOW,"Polite, neutral comment without insults or derogatory language.",1,3
36,5,comment,10,B,ALLOW,Respectful criticism contributing to discussion without personal attacks or profanity.,1,3
36,5,comment,10,C,ALLOW,"No insults, threats, or hate speech; comment is a factual observation.",1,3
37,5,comment,11,A,ALLOW,The comment is a neutral question without insults or offensive language.,1,2
37,5,comment,11,B,ALLOW,The comment is a polite inquiry and contributes to discussion without any offensive content.,1,2
37,5,comment,11,C,ALLOW,The comment is a neutral question with no offensive or threatening content.,1,2
38,5,comment,12,A,ALLOW,The comment is a neutral factual statement without insults or offensive language.,1,3
38,5,comment,12,B,ALLOW,The comment provides information and criticism in a respectful manner without profanity or personal attacks.,1,3
38,5,comment,12,C,ALLOW,The comment is a neutral observation with no offensive or threatening content.,1,3
39,5,comment,13,A,ALLOW,"짧고 중립적인 반박으로, 무례하거나 공격적이지 않음.",1,1
39,5,comment,13,B,ALLOW,비판적이지만 무례하지 않고 토론에 기여할 수 있는 간단한 반박임.,1,1
39,5,comment,13,C,ALLOW,표현의 자유 범위 내에서 간단한 의견 표명으로 문제 없음.,1,1
40,5,comment,14,A,ALLOW,The comment is a polite disagreement with a numerical estimate and contains no insults or rude language.,1,3
40,5,comment,14,B,ALLOW,"The comment provides a reasoned critique without profanity or personal attacks, contributing to discussion.",1,3
40,5,comment,14,C,ALLOW,"The comment is a mild disagreement with no offensive language or threats, fully allowed under minimal regulation.",1,3
41,5,comment,15,A,ALLOW,"The comment provides an observational statement without insults or offensive language, so it is polite/neutral.",1,3
41,5,comment,15,B,ALLOW,The comment shares information relevant to academic performance without personal attacks or profanity.,1,3
41,5,comment,15,C,ALLOW,"The comment is a neutral factual statement without threats, insults, or hate speech.",1,3
42,5,comment,16,A,ALLOW,The comment is neutral and polite without any insult or criticism.,1,1
42,5,comment,16,B,ALLOW,The comment is neutral and does not contain any personal attack or profanity.,1,1
42,5,comment,16,C,ALLOW,"The comment is neutral and free of insults, threats, or hate speech.",1,1
43,5,comment,17,A,ALLOW,The comment is a neutral statement sharing an anecdote without insults or derogatory language.,2,3
43,5,comment,17,B,ALLOW,The comment provides information relevant to academic ranking without personal attacks or profanity.,2,3
43,5,comment,17,C,ALLOW,"The comment is a factual anecdote with no insults, threats, or hate speech.",2,3
44,5,comment,18,A,ALLOW,"Polite, neutral comment without insults or profanity.",1,2
44,5,comment,18,B,ALLOW,Neutral statement contributing to discussion without harsh language.,1,2
44,5,comment,18,C,ALLOW,"No insults, threats, or hate speech; simple factual comment.",1,2
45,6,post,0,A,ALLOW,The comment is a polite question without insults or offensive language.,1,2
45,6,post,0,B,ALLOW,The comment is a neutral inquiry contributing to discussion without any insults or profanity.,1,2
45,6,post,0,C,ALLOW,The comment is a simple question with no offensive or threatening content.,1,2
46,6,comment,1,A,ALLOW,Polite and neutral comment without insults or criticism.,1,1
46,6,comment,1,B,ALLOW,No personal attack or profanity; neutral statement.,1,1
46,6,comment,1,C,ALLOW,"No insults, threats, or hate speech; simple neutral comment.",1,1
47,6,comment,2,A,ALLOW,"The comment is a neutral statement about a course and contains no insults, profanity, or personal attacks.",1,2
47,6,comment,2,B,ALLOW,"The comment is informative and polite, contributing factual information without any offensive language.",1,2
47,6,comment,2,C,ALLOW,"The comment is a neutral, factual statement with no insults, threats, or hate speech.",1,2
48,6,comment,3,A,ALLOW,The comment is polite and neutral without any insult or criticism.,1,1
48,6,comment,3,B,ALLOW,The comment is neutral and does not contain insults or hate speech.,1,1
48,6,comment,3,C,ALLOW,The comment is polite and neutral with no offensive content.,1,1
49,6,comment,4,A,ALLOW,The comment is a neutral factual statement without insults or offensive language.,1,2
49,6,comment,4,B,ALLOW,The comment is a neutral statement contributing factual information without any offensive content.,1,2
49,6,comment,4,C,ALLOW,The comment is a simple factual remark with no offensive or threatening content.,1,2
50,6,comment,5,A,ALLOW,"The comment is a neutral phrase without insults, profanity, or targeted criticism.",1,1
50,6,comment,5,B,ALLOW,"No personal attack, profanity, or hate speech present; comment is neutral.",1,1
50,6,comment,5,C,ALLOW,"The comment contains no insults, threats, or hate speech and is allowed under minimal regulation.",1,1
51,6,comment,6,A,ALLOW,"Polite, neutral comment providing information without insults or criticism.",1,2
51,6,comment,6,B,ALLOW,Neutral informational comment with no insults or hate speech.,1,2
51,6,comment,6,C,ALLOW,"No insults, threats, or hate speech; simple informative statement.",1,2
52,7,post,0,A,ALLOW,Polite and neutral comment requesting a service without insults or profanity.,1,1
52,7,post,0,B,ALLOW,Neutral request without any personal attack or hate speech.,1,1
52,7,post,0,C,ALLOW,"No insults, threats, or hate speech; simple service inquiry.",1,1
53,7,comment,1,A,ALLOW,"No direct insult, profanity, or hate speech detected; comment is neutral or unclear in tone.",1,1
53,7,comment,1,B,ALLOW,"No personal attack, hate speech, or threat present; comment does not contribute to debate but is not harmful.",1,1
53,7,comment,1,C,ALLOW,"Comment contains no threats, hate speech, or targeted insults; freedom of expression preserved.",1,1
54,7,comment,2,A,ALLOW,Polite and neutral question without any insult or negative tone.,1,2
54,7,comment,2,B,ALLOW,Neutral inquiry that contributes to discussion without any offensive language.,1,2
54,7,comment,2,C,ALLOW,"No insults, threats, or hate speech; simple question allowed.",1,2
55,7,comment,3,A,ALLOW,"단순 인물 언급으로 모욕, 욕설, 비하 표현이 없으므로 허용.",1,1
55,7,comment,3,B,ALLOW,개인 공격이나 혐오 표현이 없으므로 허용.,1,1
55,7,comment,3,C,ALLOW,단순 인물 언급으로 규제 사유에 해당하지 않음.,1,1
56,7,comment,4,A,ALLOW,Polite and neutral request without any insult or inappropriate language.,1,1
56,7,comment,4,B,ALLOW,No personal attack or hate speech; the comment is a simple polite question.,1,1
56,7,comment,4,C,ALLOW,The comment is polite and contains no offensive or threatening content.,1,1
57,7,comment,5,A,ALLOW,The comment is neutral and polite without any insult or criticism.,1,1
57,7,comment,5,B,ALLOW,"The comment contains no insults, hate speech, or threats and is neutral.",1,1
57,7,comment,5,C,ALLOW,The comment is neutral and does not violate any rules on hate speech or threats.,1,1
58,7,comment,6,A,ALLOW,Polite and neutral comment without any insult or harsh language.,1,1
58,7,comment,6,B,ALLOW,Comment is polite and does not contain any profanity or personal attack.,1,1
58,7,comment,6,C,ALLOW,"No insults, threats, or hate speech; simple polite request.",1,1
59,7,comment,7,A,ALLOW,Polite or neutral comment without insult or profanity.,1,2
59,7,comment,7,B,ALLOW,Neutral question contributing to discussion without any harassment or profanity.,1,2
59,7,comment,7,C,ALLOW,"No insults, threats, or hate speech; simple neutral question.",1,2
60,8,post,0,A,ALLOW,"The comment is a neutral, factual recruitment post without insults or offensive language.",1,1
60,8,post,0,B,ALLOW,"No personal attacks, hate speech, or threats; purely informational content.",1,1
60,8,post,0,C,ALLOW,"The comment contains no insults, threats, or hate speech and is a straightforward post.",1,1
61,8,comment,1,A,ALLOW,"중퇴자에 대한 직접적인 모욕이나 욕설이 없고, 정책 관련 정보 제공으로 판단됨.",2,3
61,8,comment,1,B,ALLOW,"정책 관련 정보 제공이며, 욕설이나 인신공격이 없어 토론 가치가 있음.",2,3
61,8,comment,1,C,ALLOW,비판적 표현이나 욕설 없이 단순 정보 제공으로 표현의 자유 범위 내임.,2,3
62,8,comment,2,A,ALLOW,The comment is polite and neutral without any insult or derogatory expression.,1,2
62,8,comment,2,B,ALLOW,The comment is respectful and does not contain any personal attack or profanity.,1,2
62,8,comment,2,C,ALLOW,"The comment is polite and contains no threats, insults, or hate speech.",1,2
63,8,comment,3,A,ALLOW,The comment is neutral and polite without any insult or criticism.,1,1
63,8,comment,3,B,ALLOW,The comment is neutral and does not contain any personal attack or harsh language.,1,1
63,8,comment,3,C,ALLOW,"The comment is neutral and contains no insults, threats, or hate speech.",1,1
64,8,comment,4,A,ALLOW,"No personal insult, profanity, or hate speech; comment is a neutral statement about cost sharing.",2,3
64,8,comment,4,B,ALLOW,"Comment is a factual observation without insults or hate speech, contributing to discussion on cost sharing.",2,3
64,8,comment,4,C,ALLOW,"Comment is a neutral statement with no threats or hate speech, fully allowed under minimal regulation.",2,3
65,8,comment,5,A,ALLOW,Neutral factual statement without insult or profanity.,1,3
65,8,comment,5,B,ALLOW,Factual comment with no personal attack or profanity.,1,3
65,8,comment,5,C,ALLOW,"Neutral statement without threats, insults, or hate speech.",1,3
66,8,comment,6,A,ALLOW,Polite and neutral greeting without any insult or criticism.,1,1
66,8,comment,6,B,ALLOW,No personal attack or hate speech; polite and neutral comment.,1,1
66,8,comment,6,C,ALLOW,Polite and neutral comment with no threats or hate speech.,1,1
67,9,post,0,A,ALLOW,"Polite, neutral question without any insult or inappropriate language.",1,3
67,9,post,0,B,ALLOW,Neutral inquiry contributing to discussion without any personal attack or profanity.,1,3
67,9,post,0,C,ALLOW,Completely appropriate and polite question with no offensive content.,1,3
68,9,comment,1,A,ALLOW,The comment is a neutral factual statement without insults or offensive language.,1,3
68,9,comment,1,B,ALLOW,The comment is a neutral observation contributing to discussion without any personal attack or profanity.,1,3
68,9,comment,1,C,ALLOW,"The comment is a factual statement with no insults, threats, or hate speech.",1,3
69,9,comment,2,A,ALLOW,The comment is a neutral slang expression without insult or hate speech.,1,1
69,9,comment,2,B,ALLOW,The comment is a brief agreement slang with no insults or hate speech.,1,1
69,9,comment,2,C,ALLOW,The comment is a simple slang expression without any threat or hate speech.,1,1
70,9,comment,3,A,ALLOW,"The comment is a neutral, factual statement without insults or offensive language.",2,2
70,9,comment,3,B,ALLOW,No personal attacks or hate speech; the comment is a simple observation.,2,2
70,9,comment,3,C,ALLOW,"The comment contains no threats, insults, or hate speech and is allowed under minimal regulation.",2,2
71,9,comment,4,A,ALLOW,The comment is a neutral personal statement without insults or offensive language.,1,1
71,9,comment,4,B,ALLOW,The comment is a neutral personal statement and does not contain insults or hate speech.,1,1
71,9,comment,4,C,ALLOW,The comment is a neutral personal statement without any offensive or threatening content.,1,1
72,10,post,0,A,ALLOW,"The comment is a neutral question without insults or offensive language, and includes an informational note.",1,2
72,10,post,0,B,ALLOW,"The comment poses a question and shares information without personal attacks or profanity, contributing to discussion.",1,2
72,10,post,0,C,ALLOW,"The comment is neutral and informative, with no threats, insults, or hate speech.",1,2
73,10,comment,1,A,ALLOW,"Polite, neutral question without insults or offensive language.",1,3
73,10,comment,1,B,ALLOW,Neutral inquiry contributing to discussion without any offensive content.,1,3
73,10,comment,1,C,ALLOW,"No insults, threats, or hate speech; simple question allowed.",1,3
74,10,comment,2,A,ALLOW,The comment is a neutral suggestion without insults or offensive language.,2,1
74,10,comment,2,B,ALLOW,No personal attack or hate speech; the comment is a simple referral.,2,1
74,10,comment,2,C,ALLOW,"The comment contains no threats, insults, or hate speech and is allowed under minimal regulation.",2,1
75,10,comment,3,A,ALLOW,"The comment is a single word without insult, profanity, or targeted negativity.",1,1
75,10,comment,3,B,ALLOW,"No personal attack, hate speech, or threat present; comment is neutral and minimal.",1,1
75,10,comment,3,C,ALLOW,No hateful or threatening content; minimal and neutral expression allowed.,1,1
76,10,comment,4,A,ALLOW,"No direct insult, profanity, or hate speech detected; comment is ambiguous and not clearly targeted.",1,1
76,10,comment,4,B,ALLOW,"No explicit personal attack, hate speech, or threat present; comment lacks clear argument but is not harmful.",1,1
76,10,comment,4,C,ALLOW,"Comment does not contain threats, hate speech, or targeted insults; freedom of expression applies.",1,1
77,10,comment,5,A,ALLOW,"The comment uses slang '개꿀빨더라' but it is not targeted insult or hate speech, and no personal attack is present.",3,3
77,10,comment,5,B,ALLOW,"The comment contains informal slang but no direct personal attack or hate speech, and it contributes to discussion about roles.",3,3
77,10,comment,5,C,ALLOW,"The comment is a casual expression with slang but no threats, hate speech, or targeted insults, so it is allowed.",3,3
78,10,comment,6,A,ALLOW,"The comment is a neutral statement without insults, profanity, or personal attacks.",1,2
78,10,comment,6,B,ALLOW,The comment is a neutral opinion contributing to discussion without any personal attack or profanity.,1,2
78,10,comment,6,C,ALLOW,"The comment is a simple statement with no insults, threats, or hate speech.",1,2
79,10,comment,7,A,WARN_AND_ALLOW,"강한 비판이지만 특정 인물에 대한 모욕이 아니며, 시스템에 대한 의견임.",3,3
79,10,comment,7,B,WARN_AND_ALLOW,공군 제도에 대한 강한 표현이지만 개인 공격이나 혐오 표현은 아님.,3,3
79,10,comment,7,C,ALLOW,"시스템에 대한 비판으로, 명백한 위협이나 혐오 표현이 없으므로 허용.",3,3
80,10,comment,8,A,WARN_AND_ALLOW,"강한 비판 표현이지만 개인이나 집단에 대한 직접적인 모욕이 아니며, 시스템에 대한 불만임.",3,3
80,10,comment,8,B,WARN_AND_ALLOW,과격한 표현이 있으나 특정 개인 대상이 아니고 제도에 대한 비판임.,3,3
80,10,comment,8,C,ALLOW,거친 표현이지만 명백한 위협이나 혐오 표현이 아니므로 허용됨.,3,3
81,10,comment,9,A,WARN_AND_ALLOW,'빡세'는 다소 거친 표현이나 특정 인물에 대한 직접 모욕이 아니므로 강한 비판으로 분류됨.,3,3
81,10,comment,9,B,WARN_AND_ALLOW,강한 표현이 있으나 특정 개인 대상이 아니고 정책이나 제도에 대한 비판으로 판단됨.,3,3
81,10,comment,9,C,ALLOW,거친 표현이 있으나 명백한 위협이나 혐오 표현이 아니므로 허용됨.,3,3
82,10,comment,10,A,ALLOW,"The comment is a casual, humorous personal experience without insults or hate speech.",2,2
82,10,comment,10,B,ALLOW,The comment shares a personal opinion in a light tone without profanity or personal attacks.,2,2
82,10,comment,10,C,ALLOW,"The comment is informal but contains no threats, hate speech, or targeted insults.",2,2
83,10,comment,11,A,WARN_AND_ALLOW,성별 고정관념을 암시하는 표현이지만 직접적인 모욕이나 혐오 표현은 아니므로 경고 후 허용.,2,2
83,10,comment,11,B,ALLOW,성별에 대한 고정관념 표현이 있으나 직접적인 인신공격이나 혐오 표현이 아니므로 허용.,2,2
83,10,comment,11,C,ALLOW,표현의 자유 범위 내에서 성별 고정관념을 담은 발언이지만 명백한 위협이나 혐오가 아니므로 허용.,2,2
84,10,comment,12,A,ALLOW,The comment is polite and neutral without any insult or harsh language.,1,1
84,10,comment,12,B,ALLOW,The comment is neutral and does not contain any personal attack or profanity.,1,1
84,10,comment,12,C,ALLOW,"The comment is a mild, neutral expression without any insults or threats.",1,1
85,10,comment,13,A,BLOCK,‘폐급’은 직접적인 모욕 표현으로 특정 집단을 비하하는 언어이므로 차단 대상임.,5,2
85,10,comment,13,B,BLOCK,특정 집단(공군)을 향한 명백한 모욕적 표현이므로 차단함.,5,2
85,10,comment,13,C,WARN_AND_ALLOW,모욕적 표현이 있으나 명백한 위협이나 혐오표현은 아니므로 경고 후 허용함.,5,2
86,10,comment,14,A,BLOCK,직접적인 인신공격(‘사회생활 안해본애’)과 조롱(‘ㅋ’)이 포함되어 있어 매너 최우선 정책에 따라 차단함.,4,1
86,10,comment,14,B,WARN_AND_ALLOW,강한 표현과 조롱이 있으나 특정 개인에 대한 명확한 욕설은 아니므로 경고 후 허용함.,4,2
86,10,comment,14,C,ALLOW,조롱과 인신공격성 표현이 있으나 명백한 위협이나 혐오표현이 아니므로 표현의 자유 원칙에 따라 허용함.,4,2
87,10,comment,15,A,BLOCK,"Contains strong profanity ('존나', 'ㅈㄴ') and mocking tone targeting groups (육군 해병대, 30대 후반분들), violating the low tolerance for insults and sarcasm.",5,2
87,10,comment,15,B,WARN_AND_ALLOW,"Strong profanity and sarcasm aimed at groups and behaviors, but no direct personal attack or hate speech; fits criteria for harsh expressions targeting groups or ideas.",5,3
87,10,comment,15,C,ALLOW,"Contains harsh language and mockery but no explicit threats, hate speech, or doxxing; allowed under minimal regulation policy prioritizing freedom of expression.",5,3
88,11,post,0,A,BLOCK,"Direct insult 'ㅈㄱㄴ' (좆같은) toward 수능친사람 is a derogatory expression targeting a group, violating the high protection rule.",5,1
88,11,post,0,B,WARN_AND_ALLOW,Harsh expression with profanity aimed at a group (수능친사람) but not a direct personal attack or hate speech; fits strong criticism with profanity.,5,2
88,11,post,0,C,ALLOW,Profanity directed at a group without explicit threat or hate speech; allowed under minimal regulation policy prioritizing freedom of expression.,5,2
89,11,comment,1,A,ALLOW,"No direct insult, profanity, or hate speech detected; comment is a brief slang expression without targeting a person.",2,1
89,11,comment,1,B,ALLOW,Comment is a short slang expression without personal attack or hate speech; no reason to block or warn.,2,1
89,11,comment,1,C,ALLOW,"No explicit threat, hate speech, or targeted insult; expression is allowed under minimal regulation.",2,1
90,11,comment,2,A,WARN_AND_ALLOW,Contains mild slang '개부럽노' expressing envy but no direct insult or hate speech; considered strong emotional expression without personal attack.,3,2
90,11,comment,2,B,WARN_AND_ALLOW,Use of slang '개부럽노' is harsh emotional language but not directed at a person; comment critiques relative academic achievement indirectly.,3,2
90,11,comment,2,C,ALLOW,"Slang expressing envy is allowed as it is not hateful, threatening, or targeted at a protected group.",3,2
91,11,comment,3,A,ALLOW,"No direct insult, profanity, or hate speech detected; comment is neutral and brief.",1,1
91,11,comment,3,B,ALLOW,Comment is neutral and does not contain insults or hate speech; no issue for debate.,1,1
91,11,comment,3,C,ALLOW,"No threats, insults, or hate speech; comment is a simple statement without hostility.",1,1
